project_start_date,reporting_construction_type,extended_affordability_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,all_counted_units,total_units,total_adults_in_shelter,total_children_in_shelter,total_individuals_in_shelter,single_adult_men_in_shelter,single_adult_women_in_shelter,total_single_adults_in_shelter,families_with_children_in_shelter,adults_in_families_with_children_in_shelter,children_in_families_with_children_in_shelter,total_individuals_in_families_with_children_in_shelter_,adult_families_in_shelter,individuals_in_adult_families_in_shelter
2015-03-01,2.4285714285714284,0.0,6.142857142857143,4.571428571428571,33.285714285714285,0.14285714285714285,0.8571428571428571,45.57142857142857,64.14285714285714,33584.857142857145,24415.14285714286,58000.0,8656.0,3192.4285714285716,11848.42857142857,11905.857142857143,17181.14285714286,24415.14285714286,41596.28571428572,2162.8571428571427,4555.285714285715
2015-03-08,0.14285714285714285,0.0,0.0,0.0,9.142857142857142,0.42857142857142855,0.0,9.714285714285714,35.285714285714285,33567.857142857145,24333.428571428572,57901.28571428572,8649.857142857143,3192.714285714286,11842.57142857143,11885.285714285714,17166.571428571428,24333.428571428572,41500.0,2165.4285714285716,4558.714285714285
2015-03-15,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.42857142857142855,0.42857142857142855,33541.25,24310.25,57851.5,8634.25,3198.5,11832.75,11883.0,17160.5,24310.25,41470.75,2161.0,4548.0
2015-03-22,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.5714285714285714,1.4285714285714286,33528.0,24140.14285714286,57668.142857142855,8656.42857142857,3204.8571428571427,11861.285714285714,11845.57142857143,17106.428571428572,24140.14285714286,41246.57142857143,2165.8571428571427,4560.285714285715
2015-03-29,0.0,0.0,8.571428571428571,0.0,32.57142857142857,0.0,0.0,41.142857142857146,169.14285714285714,33456.142857142855,23964.428571428572,57420.57142857143,8662.0,3218.4285714285716,11880.42857142857,11781.857142857143,17008.714285714286,23964.428571428572,40973.142857142855,2171.1428571428573,4567.0
2015-04-05,0.0,0.0,0.0,0.14285714285714285,6.142857142857143,0.0,0.0,6.285714285714286,72.14285714285714,33288.0,23833.571428571428,57121.57142857143,8593.714285714286,3195.0,11788.714285714286,11755.42857142857,16937.571428571428,23833.571428571428,40771.142857142855,2170.1428571428573,4561.714285714285
2015-04-12,0.0,0.0,0.0,0.0,2.4285714285714284,0.0,0.0,2.4285714285714284,5.142857142857143,33319.42857142857,23768.285714285714,57087.71428571428,8666.285714285714,3203.714285714286,11870.0,11759.142857142857,16920.14285714286,23768.285714285714,40688.42857142857,2154.714285714286,4529.285714285715
2015-04-19,0.0,0.0,0.0,0.0,5.571428571428571,0.0,0.0,5.571428571428571,5.571428571428571,33284.142857142855,23746.85714285714,57031.0,8647.42857142857,3222.0,11869.42857142857,11760.142857142857,16914.285714285714,23746.85714285714,40661.142857142855,2143.1428571428573,4500.428571428572
2015-04-26,0.2857142857142857,0.14285714285714285,0.0,3.5714285714285716,3.2857142857142856,0.0,0.0,6.857142857142857,6.857142857142857,33256.0,23627.333333333332,56883.333333333336,8650.166666666666,3233.1666666666665,11883.333333333334,11733.0,16872.0,23627.333333333332,40499.333333333336,2144.0,4500.666666666667
2015-05-03,0.2857142857142857,0.0,0.0,7.428571428571429,5.571428571428571,2.142857142857143,0.0,15.285714285714286,28.571428571428573,33119.857142857145,23600.0,56719.857142857145,8554.57142857143,3232.285714285714,11786.857142857143,11729.285714285714,16861.428571428572,23600.0,40461.42857142857,2128.1428571428573,4471.571428571428
2015-05-10,0.8571428571428571,0.0,1.4285714285714286,7.142857142857143,82.42857142857143,8.857142857142858,16.571428571428573,116.71428571428571,227.14285714285714,33123.28571428572,23557.714285714286,56681.0,8562.0,3214.285714285714,11776.285714285714,11714.714285714286,16838.14285714286,23557.714285714286,40395.857142857145,2144.4285714285716,4508.857142857143
2015-05-17,0.42857142857142855,0.0,0.0,1.5714285714285714,59.285714285714285,5.714285714285714,0.8571428571428571,67.57142857142857,131.42857142857142,33182.5,23506.0,56688.5,8613.25,3238.25,11851.5,11707.25,16820.75,23506.0,40326.75,2147.75,4510.25
2015-05-24,0.2857142857142857,0.0,0.0,16.285714285714285,13.571428571428571,1.2857142857142858,3.142857142857143,34.42857142857143,91.85714285714286,33245.0,23482.333333333332,56727.333333333336,8624.666666666666,3242.3333333333335,11867.0,11734.333333333334,16856.333333333332,23482.333333333332,40338.666666666664,2152.6666666666665,4521.666666666667
2015-05-31,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,33153.28571428572,23357.85714285714,56511.142857142855,8627.57142857143,3229.714285714286,11857.285714285714,11702.42857142857,16782.0,23357.85714285714,40139.857142857145,2149.1428571428573,4514.0
2015-06-07,0.5714285714285714,0.42857142857142855,12.714285714285714,5.714285714285714,28.857142857142858,0.14285714285714285,4.714285714285714,52.142857142857146,135.0,33148.28571428572,23302.428571428572,56450.71428571428,8637.142857142857,3248.5714285714284,11885.714285714286,11700.42857142857,16756.0,23302.428571428572,40058.42857142857,2145.5714285714284,4506.571428571428
2015-06-14,1.4285714285714286,0.0,0.0,4.857142857142857,117.14285714285714,1.0,8.0,131.57142857142858,177.0,33072.142857142855,23228.85714285714,56301.0,8609.857142857143,3269.0,11878.857142857143,11690.857142857143,16698.85714285714,23228.85714285714,39927.71428571428,2138.285714285714,4494.428571428572
2015-06-21,1.8571428571428572,1.0,7.285714285714286,39.714285714285715,30.714285714285715,2.7142857142857144,31.285714285714285,112.14285714285714,112.14285714285714,33050.42857142857,23118.0,56168.42857142857,8654.57142857143,3289.4285714285716,11944.0,11654.285714285714,16639.14285714286,23118.0,39757.142857142855,2126.285714285714,4467.285714285715
2015-06-28,16.428571428571427,0.14285714285714285,59.142857142857146,28.714285714285715,186.42857142857142,93.85714285714286,0.0,370.7142857142857,376.42857142857144,33038.857142857145,23020.85714285714,56059.71428571428,8675.42857142857,3308.4285714285716,11983.857142857143,11616.42857142857,16580.285714285714,23020.85714285714,39601.142857142855,2131.285714285714,4474.714285714285
2015-07-05,6.285714285714286,2.2857142857142856,49.0,86.28571428571429,224.28571428571428,18.142857142857142,11.714285714285714,391.85714285714283,421.14285714285717,32900.0,22908.166666666668,55808.166666666664,8599.0,3294.5,11893.5,11590.833333333334,16540.833333333332,22908.166666666668,39449.0,2128.8333333333335,4465.666666666667
2015-07-12,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,32978.142857142855,22872.714285714286,55850.857142857145,8625.57142857143,3327.8571428571427,11953.42857142857,11603.142857142857,16557.714285714286,22872.714285714286,39430.42857142857,2131.1428571428573,4467.0
2015-07-19,1.4285714285714286,0.0,0.0,6.857142857142857,55.57142857142857,0.0,0.0,62.857142857142854,174.14285714285714,33067.0,22995.285714285714,56062.28571428572,8636.0,3346.0,11982.0,11653.285714285714,16615.14285714286,22995.285714285714,39610.42857142857,2131.4285714285716,4469.857142857143
